claim_id;Event_type;Period_EvCl;Period_StEv;Policy_agent_cat;Owner_type;FLAG_Owner_bl;Insurer_type;FLAG_Insurer_bl;Policy_KBM;Policy_KS;Policy_KT;Policy_KVS;FLAG_Policy_KO;FLAG_Policy_KP;FLAG_Policy_KPR;FLAG_Policy_type;VEH_age;VEH_aim_use;VEH_capacity_type;VEH_model;VEH_type_name;FLAG_bad_region;FLAG_dsago;FLAG_prolong;Owner_region;Sales_channel;Policy_loss_count;Damage_count;bad;Claim_type;FLAG_trial
7692/PVU/00068/17;ПВУ СП;5;181;0,075069923423127;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1,7;1;0;1;0;0;18;Личные;5;TOYOTA LAND CRUISER PRADO;Легковой;0;0;1;Хабаровский край;Фронт-офис;0;1;0;0;0
3691/PVU/00014/17;ПВУ СП;17;181;0,046290045506567;Юридическое Лицо;0;Юридическое Лицо;0;1;1;1,8;1;1;1;0;0;0;Личные;4;NISSAN ALMERA;Легковой;1;0;0;Краснодарский край;Прочие;0;1;0;2;0
6692/PVU/00094/17;ПВУ СП;16;161;0,039011431939557;Физическое Лицо;0;Физическое Лицо;0;0,9;1;0,6;1;0;1;0;1;13;Личные;3;ВАЗ 21074;Легковой;0;0;1;Забайкальский край;Автодилеры;0;1;0;0;0
5641/PVU/00202/17;ПВУ СП;40;142;0,097134595503172;Физическое Лицо;0;Физическое Лицо;0;1;1;1,7;1,7;0;1;0;0;8;Личные;3;FORD FOCUS;Легковой;0;0;1;Новосибирская область;Агенты и РБ;0;1;0;0;0
6692/133/00205/17;Классика;15;154;0,044729859074548;Физическое Лицо;0;Физическое Лицо;0;0,5;1;0,7;1;0;1;0;0;4;Личные;5;NISSAN X-TRAIL;Легковой;0;0;1;Забайкальский край;Фронт-офис;0;1;0;0;0
6692/133/00198/17;Классика;5;169;0,029257058593802;Физическое Лицо;0;Физическое Лицо;0;0,95;1;0,7;1;0;1;0;0;5;Личные;3;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Забайкальский край;Агенты и РБ;0;2;0;0;0
6807/PVU/00127/17;ПВУ СП;9;174;0,066309408463638;Физическое Лицо;0;Физическое Лицо;0;0,95;1;2;1;0;1;0;0;9;Личные;6;MERCEDES-BENZ CLS 350;Легковой;0;0;0;Москва;Агенты и РБ;1;1;1;0;0
6692/PVU/00091/17;ПВУ СП;5;172;0,029257058593802;Физическое Лицо;0;Физическое Лицо;0;1;1;0,7;1;1;1;0;0;5;Личные;2;TOYOTA VITZ;Легковой;0;0;0;Забайкальский край;Агенты и РБ;0;1;0;0;0
6592/PVU/00227/17;ПВУ СП;5;168;0,13279858585623;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,6;1;0;1;0;1;9;Личные;6;KIA SORENTO;Легковой;0;0;0;Самарская область;Агенты и РБ;0;1;0;0;0
5612/PVU/00306/17;ПВУ СП;25;138;0,16804930299649;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,7;1;0;1;0;0;10;Личные;6;TOYOTA ALPHARD;Легковой;0;0;0;Новосибирская область;Агенты и РБ;0;1;0;0;0
0820/PVU/00074/17;ПВУ СП;2;154;0,050923662807062;Юридическое Лицо;0;Юридическое Лицо;0;0,95;1;2;1;1;1;0;1;1;Личные;5;HYUNDAI SOLARIS;Легковой;0;0;1;Москва;Агенты и РБ;0;1;0;0;0
4392/PVU/00462/17;ПВУ СП;10;135;0,15075045466569;Физическое Лицо;0;Физическое Лицо;0;1;1;1,8;1;0;1;0;1;16;Личные;6;SUBARU IMPREZA;Легковой;0;0;0;Свердловская область;Агенты и РБ;0;1;0;0;1
S692/PVU/00028/17;ПВУ СП;3;138;0,055636410689498;Физическое Лицо;0;Физическое Лицо;0;1;1;1,2;1;1;1;0;0;14;Личные;6;BMW 745;Легковой;0;0;0;Тамбовская область;Фронт-офис;0;1;0;0;0
7192/PVU/00065/17;ПВУ СП;12;140;0,047385270222152;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,2;1;0;1;0;1;0;Личные;6;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;1;0;0;Ставропольский край;Автодилеры;0;1;0;0;0
0804/133/00163/17;Классика;13;134;0,066237108900489;Физическое Лицо;0;Физическое Лицо;0;0,95;1;2;1;0;1;0;0;5;Личные;5;CITROEN C-CROSSER;Легковой;0;1;0;Москва;Агенты и РБ;0;2;0;0;0
7192/133/00140/17;Классика;6;127;0,050466774781339;Физическое Лицо;0;Физическое Лицо;0;1;1;1,2;1,7;0;1;0;0;1;Личные;3;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;1;0;0;Ставропольский край;Фронт-офис;0;2;0;2;1
8712/133/00022/17;Классика;12;133;0,26882091649258;Юридическое Лицо;0;Юридическое Лицо;0;1,4;1;1,8;1;1;1;0;0;3;Прочие;7;КАМАЗ 4325;Грузовой более 16;0;0;1;Красноярский край;Собственные продажи;0;1;0;0;0
9791/133/00077/17;Классика;67;65;0,14583482789659;Юридическое Лицо;0;Юридическое Лицо;0;1;1;1,8;1;1;1;0;0;0;Такси;3;RENAULT LOGAN;Легковой такси;1;0;0;Челябинская область;Собственные продажи;0;1;0;1;0
0820/133/00206/17;Классика;4;126;0,10037848090889;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,7;1;0;1;0;0;14;Личные;6;CHEVROLET TRAILBLAZER;Легковой;0;1;0;Московская область;Агенты и РБ;1;1;0;0;0
6592/PVU/00218/17;ПВУ СП;13;107;0,021575446555957;Физическое Лицо;0;Физическое Лицо;0;1;1;1,6;1;1;1;0;0;1;Личные;6;MERCEDES-BENZ GLC-KLASSE;Легковой;0;0;0;Самарская область;Автодилеры;0;1;0;0;0
7492/133/00150/17;Классика;21;89;0,064054643683898;Физическое Лицо;0;Физическое Лицо;0;0,85;1;1,5;1;0;1;0;0;8;Личные;4;VOLKSWAGEN JETTA;Легковой;0;0;0;Тульская область;Агенты и РБ;0;1;0;0;0
5892/PVU/00310/17;ПВУ СП;20;94;0,097133223826192;Физическое Лицо;0;Физическое Лицо;0;0,75;1;1,6;1;0;1;0;0;3;Личные;5;CHEVROLET CRUZE;Легковой;0;0;0;Омская область;Агенты и РБ;0;1;0;0;1
6592/PVU/00225/17;ПВУ СП;9;100;0,098777166667494;Физическое Лицо;0;Физическое Лицо;0;1;1;1,6;1;1;1;0;0;4;Личные;5;OPEL ASTRA;Легковой;0;0;0;Самарская область;Автодилеры;0;1;1;0;0
7592/PVU/00303/17;ПВУ СП;88;7;0,14192471294967;Физическое Лицо;0;Физическое Лицо;0;0,95;1;2;1;0;1;0;0;3;Личные;5;NISSAN QASHQAI;Легковой;0;0;0;Тюменская область;Агенты и РБ;0;1;0;0;1
5612/PVU/00297/17;ПВУ СП;10;97;0,10223271419317;Физическое Лицо;0;Физическое Лицо;0;1,55;1;1,7;1;0;1;0;0;13;Личные;5;HYUNDAI MATRIX;Легковой;0;0;0;Новосибирская область;Агенты и РБ;0;1;0;0;0
5644/PVU/00192/17;ПВУ СП;23;55;0,10903727949499;Физическое Лицо;0;Физическое Лицо;0;0,9;0,5;1,7;1;0;1;0;1;15;Личные;5;HONDA ODYSSEY;Легковой;0;0;0;Новосибирская область;Агенты и РБ;0;1;0;0;0
5492/PVU/00079/17;ПВУ СП;8;71;0,089031533679929;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,8;1;0;1;0;0;4;Личные;6;VOLKSWAGEN PASSAT CC;Легковой;1;0;0;Нижегородская область;Агенты и РБ;0;1;0;0;0
5892/PVU/00309/17;ПВУ СП;38;32;0,10457127142398;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1,6;1;0;1;0;1;16;Личные;5;TOYOTA CELICA;Легковой;0;0;0;Омская область;Агенты и РБ;0;1;0;0;0
5892/PVU/00314/17;ПВУ СП;8;48;0,097897275795074;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,6;1;0;1;0;0;17;Личные;5;TOYOTA GAIA;Легковой;0;0;0;Омская область;Агенты и РБ;0;1;0;0;0
7592/PVU/00302/17;ПВУ СП;15;46;0,085261085964744;Физическое Лицо;0;Физическое Лицо;0;0,55;1;2;1;0;1;0;0;4;Личные;4;ГАЗ 3302;Легковой;0;0;0;Тюменская область;Агенты и РБ;0;1;0;0;0
5892/PVU/00320/17;ПВУ СП;5;43;0,092892644340324;Физическое Лицо;0;Физическое Лицо;0;0,55;1;1,6;1;0;1;0;0;18;Личные;5;NISSAN R NESSA;Легковой;0;0;0;Омская область;Агенты и РБ;0;1;0;0;0
6692/PVU/00096/17;ПВУ СП;8;32;0,039011431939557;Физическое Лицо;0;Физическое Лицо;0;1;1;0,7;1,7;0;1;0;0;4;Личные;4;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Забайкальский край;Автодилеры;0;1;0;0;0
5892/PVU/00311/17;ПВУ СП;2;33;0,086709080271337;Физическое Лицо;0;Физическое Лицо;0;0,85;1;0,9;1;0;1;0;0;17;Личные;6;TOYOTA ALTEZZA;Легковой;0;0;1;Омская область;Фронт-офис;0;1;0;0;0
5644/PVU/00191/17;ПВУ СП;16;18;0,051889085781063;Физическое Лицо;0;Физическое Лицо;0;0,75;0,5;1,7;1;0;1;0;1;17;Личные;4;MAZDA FAMILIA;Легковой;0;0;1;Новосибирская область;Агенты и РБ;0;1;0;2;0
8492/PVU/00149/17;ПВУ СП;3;16;0,10419306336369;Физическое Лицо;0;Физическое Лицо;0;0,85;1;1;1;0;1;0;0;9;Личные;4;VOLKSWAGEN PASSAT;Легковой;1;0;0;Республика Башкортостан;Агенты и РБ;0;1;0;0;0
6692/PVU/00089/17;ПВУ СП;8;14;0,029257058593802;Физическое Лицо;0;Физическое Лицо;0;0,95;1;0,6;1;0;1;0;0;8;Личные;5;SUBARU FORESTER;Легковой;0;0;0;Забайкальский край;Агенты и РБ;0;1;0;1;0
7900/PVU/00063/17;ПВУ СП;24;45;0,68716704229333;Физическое Лицо;0;Физическое Лицо;0;1;1;2;1;1;1;0;0;4;Личные;6;OPEL ASTRA;Легковой;0;1;0;Москва;Агенты и РБ;0;1;0;0;1
8492/133/00189/17;Классика;16;1;0,10419306336369;Физическое Лицо;0;Физическое Лицо;0;0,65;1;1,8;1;0;1;0;1;18;Личные;3;ГАЗ 33021;Легковой;1;0;0;Республика Башкортостан;Агенты и РБ;0;1;0;0;0
8492/PVU/00139/17;ПВУ СП;4;10;0,10419306336369;Физическое Лицо;0;Физическое Лицо;0;0,55;1;1,8;1;0;1;0;0;4;Личные;5;HYUNDAI IX35;Легковой;1;0;0;Республика Башкортостан;Агенты и РБ;0;1;0;0;0
7520/PVU/00016/17;ПВУ СП;8;3;0,067857556429321;Физическое Лицо;0;Физическое Лицо;0;1;1;1,1;1;0;1;0;1;14;Личные;4;HONDA FIT;Легковой;0;0;1;Ямало-Ненецкий автономный округ;Агенты и РБ;0;1;0;0;0
7888/133/00035/17;Классика;10;1;0,073107612235116;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,8;1;0;1;0;0;23;Личные;4;ГАЗ 31029;Легковой;0;0;0;Город Санкт-Петербург;Агенты и РБ;0;2;0;0;0
0890/133/00744/17;Классика;77;0;0,064537406960124;Физическое Лицо;0;Физическое Лицо;0;0,9;1;2;1;0;1;0;0;22;Личные;6;MERCEDES-BENZ E 320;Легковой;0;0;0;Москва;Агенты и РБ;0;1;0;0;0
4792/PVU/00066/17;ПВУ СП;127;354;0,092875592947522;Физическое Лицо;0;Физическое Лицо;0;0,65;1;1,6;1;0;1;0;0;8;Личные;5;VOLKSWAGEN PASSAT;Легковой;0;0;0;Удмуртская Республика;Фронт-офис;0;1;0;0;0
7907/133/00031/17;Классика;217;213;0,030425574731187;Физическое Лицо;1;Физическое Лицо;1;1,55;1;1,7;1;1;1;0;0;1;Личные;7;ПАЗ 3205;Автобус менее 16;0;0;0;Московская область;Агенты и РБ;1;1;0;0;0
4391/133/00135/17;Классика;17;356;0,055219056016114;Юридическое Лицо;0;Юридическое Лицо;0;1,55;1;1,3;1;1;1;1;0;4;Личные;7;МАЗ 5337;Грузовой более 16;0;0;0;Свердловская область;Собственные продажи;0;1;0;0;0
5892/PVU/00349/17;ПВУ СП;41;350;0,097897275795074;Физическое Лицо;0;Физическое Лицо;0;1;1;1,6;1;1;1;0;0;8;Личные;6;TOYOTA LAND CRUISER;Легковой;0;0;0;Омская область;Агенты и РБ;0;1;0;0;0
5892/PVU/00357/17;ПВУ СП;23;364;0,098830809412639;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,6;1,7;0;1;0;1;5;Личные;4;VOLKSWAGEN POLO;Легковой;0;0;0;Омская область;Агенты и РБ;1;1;0;0;0
4092/PVU/00015/17;ПВУ СП;8;361;0,070938758685296;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1,8;1;0;1;0;0;6;Личные;5;FORD MONDEO;Легковой;1;0;0;Ивановская область;Фронт-офис;0;1;0;0;1
8292/PVU/00196/17;ПВУ СП;2;355;;Физическое Лицо;0;Физическое Лицо;0;1;1;0,9;1;1;1;0;0;18;Личные;3;TOYOTA COROLLA;Легковой;0;0;0;Сахалинская область;Фронт-офис;0;1;0;0;0
7592/PVU/00335/17;ПВУ СП;11;349;0,066350165960856;Физическое Лицо;0;Физическое Лицо;0;0,55;1;2;1;0;1;0;0;5;Личные;3;ВАЗ 2107;Легковой;0;0;0;Тюменская область;Автодилеры;0;1;0;0;0
6692/PVU/00113/17;ПВУ СП;5;343;0,029257058593802;Физическое Лицо;0;Физическое Лицо;0;0,75;1;0,7;1;0;1;0;0;22;Личные;5;TOYOTA IPSUM;Легковой;0;0;0;Забайкальский край;Агенты и РБ;0;1;0;0;0
4392/PVU/00542/17;ПВУ СП;1;346;0,068373085759956;Физическое Лицо;0;Физическое Лицо;0;1;1;1,8;1;0;1;0;0;9;Личные;5;FORD MONDEO;Легковой;0;0;0;Свердловская область;Агенты и РБ;0;1;0;0;0
6692/PVU/00111/17;ПВУ СП;31;311;0,029257058593802;Физическое Лицо;0;Физическое Лицо;0;1;1;0,7;1;0;1;0;1;12;Личные;7;ДРУГОЕ ТС ДРУГОЕ ТС АВТОБУСЫ;Автобус менее 16;0;0;0;Забайкальский край;Агенты и РБ;0;1;0;0;0
4791/PVU/00017/17;ПВУ СП;66;255;0,048847871533095;Юридическое Лицо;0;Юридическое Лицо;0;0,95;1;1,6;1;1;1;0;0;2;Прочие;5;HYUNDAI IX35;Легковой;0;0;1;Удмуртская Республика;Собственные продажи;0;1;0;0;0
8292/133/00316/17;Классика;170;158;;Физическое Лицо;0;Физическое Лицо;0;1;1;0,9;1;0;1;0;0;12;Личные;6;TOYOTA CROWN;Легковой;0;0;0;Сахалинская область;Агенты и РБ;0;1;0;1;0
3606/133/00034/17;Классика;23;291;;Физическое Лицо;0;Физическое Лицо;0;1;1;1,2;1;0;1;0;0;20;Личные;6;MAZDA EUNOS;Легковой;1;0;0;Краснодарский край;Агенты и РБ;0;1;0;0;0
4192/133/00082/17;Классика;5;298;0,060663096320184;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,3;1;1;1;0;0;6;Личные;6;TOYOTA LAND CRUISER;Легковой;1;0;1;Волгоградская область;Фронт-офис;0;1;0;0;0
5492/PVU/00081/17;ПВУ СП;2;299;0,0707312469734;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1,8;1;0;1;0;0;8;Личные;6;VOLKSWAGEN TOUAREG;Легковой;1;0;1;Нижегородская область;Фронт-офис;0;1;0;0;0
0804/PVU/00108/17;ПВУ СП;3;321;0,077224569214681;Физическое Лицо;0;Физическое Лицо;0;1;1;2;1;1;1;0;0;7;Личные;5;KIA CERATO;Легковой;0;0;0;Москва;Агенты и РБ;0;1;0;0;0
5641/PVU/00219/17;ПВУ СП;24;275;0,11915094933231;Физическое Лицо;0;Физическое Лицо;0;0,95;0,5;1,7;1;0;1;0;1;14;Личные;2;TOYOTA VITZ;Легковой;0;0;0;Новосибирская область;Фронт-офис;0;1;0;0;0
8292/PVU/00198/17;ПВУ СП;2;294;;Физическое Лицо;0;Физическое Лицо;0;0,95;1;0,9;1;0;1;0;1;11;Личные;2;TOYOTA PASEO;Легковой;0;0;1;Сахалинская область;Агенты и РБ;0;1;0;0;0
8692/PVU/00056/17;ПВУ СП;3;280;0,056775928244684;Физическое Лицо;0;Физическое Лицо;0;0,65;1;1,9;1;0;1;0;0;2;Личные;6;MAZDA 6;Легковой;0;0;0;Кемеровская область;Фронт-офис;0;1;0;0;0
6692/133/00230/17;Классика;56;237;0,029257058593802;Физическое Лицо;0;Физическое Лицо;0;0,9;1;0,6;1;0;1;0;1;14;Личные;6;TOYOTA MARKII;Легковой;0;0;0;Забайкальский край;Агенты и РБ;1;1;0;0;0
5614/PVU/00051/17;ПВУ СП;15;276;0,038658778271707;Физическое Лицо;0;Физическое Лицо;0;0,9;0,7;1,2;1;1;1;0;1;17;Личные;4;TOYOTA CARINA;Легковой;0;0;1;Новосибирская область;Агенты и РБ;0;1;0;0;0
5892/PVU/00365/17;ПВУ СП;22;261;0,098830809412639;Физическое Лицо;0;Физическое Лицо;0;1;1;1,6;1;0;1;0;0;16;Личные;4;TOYOTA AVENSIS;Легковой;0;0;0;Омская область;Агенты и РБ;0;1;0;0;0
4392/133/00702/17;Классика;3;279;0,068373085759956;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,8;1;0;1;0;0;2;Личные;4;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Свердловская область;Агенты и РБ;0;1;0;0;0
7592/133/00570/17;Классика;6;293;0,07975083305122;Физическое Лицо;0;Физическое Лицо;0;1;1;1,1;1;0;1;0;0;16;Личные;6;NISSAN CEFIRO;Легковой;0;0;0;Тюменская область;Агенты и РБ;0;2;0;1;0
3692/133/00296/17;Классика;2;273;0,024282841576242;Физическое Лицо;0;Физическое Лицо;0;1;1;1,1;1,7;0;1;0;0;11;Личные;2;ВАЗ 2107;Легковой;1;0;0;Краснодарский край;Агенты и РБ;0;1;0;2;1
5654/133/00060/17;Классика;14;258;0,057414795209913;Физическое Лицо;0;Физическое Лицо;0;1;1;1,8;1;1;1;0;0;8;Личные;4;NISSAN ALMERA;Легковой;1;0;0;Краснодарский край;Агенты и РБ;2;2;0;0;0
5892/133/00455/17;Классика;21;244;0,03051643356216;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,6;1;0;1;0;0;16;Личные;5;TOYOTA TOWNACE;Легковой;0;0;0;Омская область;Агенты и РБ;0;1;0;0;0
4392/PVU/00530/17;ПВУ СП;4;254;0,072320678732599;Физическое Лицо;0;Физическое Лицо;0;0,95;0,7;1;1;1;1;0;1;13;Личные;6;PORSCHE CAYENNE;Легковой;0;0;0;Свердловская область;Фронт-офис;0;1;0;0;0
0730/PVU/00380/17;ПВУ СП;39;226;0,080404130611038;Физическое Лицо;0;Физическое Лицо;0;0,9;1;2;1;0;1;0;1;3;Личные;6;NISSAN TEANA;Легковой;0;0;0;Москва;Агенты и РБ;0;1;0;0;0
4892/PVU/00099/17;ПВУ СП;8;243;0,11762181837665;Физическое Лицо;0;Физическое Лицо;0;1;1;1,7;1;0;1;0;1;8;Личные;5;TOYOTA COROLLA;Легковой;0;0;0;Иркутская область;Агенты и РБ;0;1;1;0;1
Z192/133/00118/17;Классика;47;209;0,031624225529489;Физическое Лицо;0;Физическое Лицо;0;0,75;0,7;1,3;1;0;1;0;1;11;Личные;6;VOLKSWAGEN TOUAREG;Легковой;0;0;1;Ленинградская область;Агенты и РБ;0;1;0;2;1
4392/PVU/00518/17;ПВУ СП;4;246;0,060915193201595;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,8;1;0;1;0;0;6;Личные;6;LEXUS GS;Легковой;0;0;1;Свердловская область;Автодилеры;0;1;0;0;0
6192/PVU/00236/17;ПВУ СП;10;226;0,062358619559097;Физическое Лицо;0;Физическое Лицо;0;1;1;1,1;1;0;1;0;0;12;Личные;3;SUBARU IMPREZA;Легковой;0;0;0;Пермская область;Агенты и РБ;0;1;0;0;0
5644/PVU/00234/17;ПВУ СП;69;153;0,52923753671681;Физическое Лицо;0;Физическое Лицо;0;1;0,5;1,7;1;1;1;0;1;16;Личные;2;TOYOTA PLATZ;Легковой;0;0;0;Новосибирская область;Агенты и РБ;1;1;0;0;0
0790/PVU/00261/17;ПВУ СП;11;218;0,074166513718618;Физическое Лицо;0;Физическое Лицо;0;0,55;1;1,7;1;0;1;0;0;11;Личные;6;LEXUS GS;Легковой;0;0;0;Московская область;Автодилеры;0;1;0;0;0
5892/133/00228/17;Классика;23;187;0,098830809412639;Физическое Лицо;0;Физическое Лицо;0;1;1;1,6;1;1;1;0;1;14;Личные;6;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Омская область;Агенты и РБ;1;1;0;0;0
4792/PVU/00067/17;ПВУ СП;4;202;0,092875592947522;Физическое Лицо;0;Физическое Лицо;0;0,85;0,7;1,6;1;0;1;0;0;7;Личные;3;OPEL MERIVA;Легковой;0;0;1;Удмуртская Республика;Фронт-офис;0;1;0;0;0
6592/PVU/00266/17;ПВУ СП;9;201;0,13279858585623;Физическое Лицо;0;Физическое Лицо;0;1;1;1,6;1;0;1;0;0;7;Личные;6;INFINITI FX 35;Легковой;0;0;0;Самарская область;Агенты и РБ;0;1;0;0;0
3692/133/00295/17;Классика;6;204;0,024282841576242;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1;1;0;1;0;0;14;Личные;3;TOYOTA TOWNACE;Легковой;1;0;0;Краснодарский край;Агенты и РБ;0;1;1;0;1
6692/133/00231/17;Классика;3;192;0,029257058593802;Физическое Лицо;0;Физическое Лицо;0;0,95;1;0,7;1;0;1;0;1;8;Личные;5;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Забайкальский край;Агенты и РБ;0;1;0;0;0
6692/PVU/00114/17;ПВУ СП;6;185;0,044729859074548;Физическое Лицо;0;Физическое Лицо;0;0,95;1;0,7;1;1;1;0;0;17;Личные;5;NISSAN AVENIR;Легковой;0;0;1;Забайкальский край;Фронт-офис;0;1;0;0;0
4792/PVU/00065/17;ПВУ СП;6;182;0,092875592947522;Физическое Лицо;0;Физическое Лицо;0;1;1;0,8;1;0;1;0;1;3;Личные;3;LADA KALINA;Легковой;0;0;1;Удмуртская Республика;Фронт-офис;0;1;0;0;0
0890/133/00954/17;Классика;11;195;0,079869875190784;Физическое Лицо;0;Физическое Лицо;0;0,95;1;2;1;0;1;0;0;2;Личные;4;NISSAN JUKE;Легковой;0;0;1;Москва;Агенты и РБ;0;1;0;0;0
7592/PVU/00334/17;ПВУ СП;20;166;0,049655959863105;Физическое Лицо;0;Физическое Лицо;0;1;1;1,1;1,8;0;1;0;0;10;Личные;3;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Тюменская область;Агенты и РБ;0;1;0;0;0
4791/133/00039/17;Классика;9;181;0,2603962261789;Юридическое Лицо;0;Юридическое Лицо;0;0,6;1;1,6;1;1;1;0;0;8;Прочие;5;HYUNDAI SONATA;Легковой;0;0;0;Удмуртская Республика;Собственные продажи;0;2;0;0;0
5892/PVU/00363/17;ПВУ СП;5;181;0;Физическое Лицо;0;Физическое Лицо;0;1;1;1,6;1;1;1;0;0;8;Личные;6;BMW X6;Легковой;0;0;0;Омская область;Агенты и РБ;0;1;0;0;0
3692/PVU/00143/17;ПВУ СП;1;166;0,018331842735975;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1;1;0;1;0;0;2;Личные;5;TOYOTA RAV4;Легковой;1;0;0;Краснодарский край;Агенты и РБ;0;1;0;0;0
5610/PVU/00138/17;ПВУ СП;19;159;0,10461569039912;Физическое Лицо;0;Физическое Лицо;0;0,85;0,5;1,7;1;0;1;0;1;11;Личные;6;KIA SORENTO;Легковой;0;0;0;Новосибирская область;Агенты и РБ;0;1;0;0;1
5649/133/00076/17;Классика;17;161;0,085749761951961;Физическое Лицо;0;Физическое Лицо;0;1;0,5;1,7;1;0;1;0;1;14;Личные;5;NISSAN EXPERT;Легковой;0;0;0;Новосибирская область;Агенты и РБ;1;1;0;0;0
5892/PVU/00367/17;ПВУ СП;24;152;0,10457127142398;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,6;1;0;1;0;0;18;Личные;5;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Омская область;Агенты и РБ;0;1;0;0;0
5892/133/00464/17;Классика;45;126;0,087797153245765;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,6;1;0;1;0;1;15;Личные;4;HONDA CIVIC;Легковой;0;0;0;Омская область;Агенты и РБ;2;1;0;0;0
6692/133/00228/17;Классика;9;163;0,029257058593802;Физическое Лицо;0;Физическое Лицо;0;0,9;1;0,6;1;0;1;0;0;16;Личные;3;NISSAN AD;Легковой;0;0;1;Забайкальский край;Агенты и РБ;0;1;0;0;0
4392/133/00686/17;Классика;4;169;0,052245084378286;Физическое Лицо;0;Физическое Лицо;0;0,95;1;1,8;1;0;1;0;0;3;Личные;6;BMW 320;Легковой;0;0;0;Свердловская область;Автодилеры;0;1;1;2;1
5892/PVU/00356/17;ПВУ СП;46;117;0,088055679119644;Физическое Лицо;0;Физическое Лицо;0;1;1;1,6;1,8;0;1;0;0;1;Личные;4;MAZDA 3;Легковой;0;0;0;Омская область;Автодилеры;0;1;0;0;0
6692/133/00229/17;Классика;60;97;0,044729859074548;Физическое Лицо;0;Физическое Лицо;0;0,9;0,7;0,7;1;0;1;0;1;14;Личные;5;TOYOTA ALLION;Легковой;0;0;1;Забайкальский край;Фронт-офис;0;1;0;0;1
5892/PVU/00346/17;ПВУ СП;22;127;0,086163257068502;Физическое Лицо;0;Физическое Лицо;0;0,5;1;1,6;1;1;1;0;0;14;Личные;4;ДРУГОЕ ТС ДРУГОЕ ТС ЛЕГКОВОЙ;Легковой;0;0;0;Омская область;Агенты и РБ;0;1;0;0;0
8192/PVU/00083/17;ПВУ СП;9;146;0,11262269558708;Физическое Лицо;0;Физическое Лицо;0;0,5;1;2,1;1;0;1;0;0;3;Личные;6;MERCEDES-BENZ CLA-KLASSE;Легковой;1;0;1;Челябинская область;Фронт-офис;1;1;0;0;0
5644/PVU/00233/17;ПВУ СП;29;116;0,52923753671681;Физическое Лицо;0;Физическое Лицо;0;1,55;0,5;1,7;1;1;1;0;1;2;Личные;4;NISSAN ALMERA;Легковой;0;0;1;Новосибирская область;Агенты и РБ;0;1;0;0;0
0730/133/00511/17;Классика;1;146;0,07123166996629;Физическое Лицо;0;Физическое Лицо;0;0,95;1;2;1;0;1;0;1;3;Личные;6;INFINITI QX50;Легковой;0;1;0;Москва;Агенты и РБ;0;1;0;0;0
8712/133/00033/17;Классика;59;85;0;Физическое Лицо;0;Физическое Лицо;0;1;1;1,3;1;1;1;0;0;0;Прочие;7;ДРУГОЕ ТС ДРУГОЕ ТС ГРУЗОВОЙ;Грузовой более 16;0;0;0;Красноярский край;Собственные продажи;0;1;0;0;0
3692/PVU/00141/17;ПВУ СП;5;128;0,025859869200486;Физическое Лицо;0;Физическое Лицо;0;1;1;1,1;1;1;1;0;0;11;Личные;6;SUBARU IMPREZA;Легковой;1;0;0;Краснодарский край;Агенты и РБ;0;1;0;0;1
5612/PVU/00353/17;ПВУ СП;21;108;0,10223271419317;Физическое Лицо;0;Физическое Лицо;0;0,9;1;1,7;1;0;1;0;0;15;Личные;6;TOYOTA MARKII;Легковой;0;0;0;Новосибирская область;Агенты и РБ;0;1;0;0;0
